LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
BRA,SELFEMP,MEN,PC_EMP,A,2006,37.53974,
BRA,SELFEMP,MEN,PC_EMP,A,2007,36.45268,
BRA,SELFEMP,MEN,PC_EMP,A,2008,35.40044,
BRA,SELFEMP,MEN,PC_EMP,A,2009,35.31542,
BRA,SELFEMP,MEN,PC_EMP,A,2011,34.61566,
BRA,SELFEMP,MEN,PC_EMP,A,2012,34.29404,
BRA,SELFEMP,MEN,PC_EMP,A,2013,34.39389,
BRA,SELFEMP,MEN,PC_EMP,A,2014,35.34452,
BRA,SELFEMP,MEN,PC_EMP,A,2015,36.48178,
BRA,SELFEMP,TOT,PC_EMP,A,2001,37.11788,
BRA,SELFEMP,TOT,PC_EMP,A,2002,37.19898,
BRA,SELFEMP,TOT,PC_EMP,A,2003,37.20444,B
BRA,SELFEMP,TOT,PC_EMP,A,2004,36.55495,
BRA,SELFEMP,TOT,PC_EMP,A,2005,36.58573,
BRA,SELFEMP,TOT,PC_EMP,A,2006,35.81099,
BRA,SELFEMP,TOT,PC_EMP,A,2007,34.741,
BRA,SELFEMP,TOT,PC_EMP,A,2008,33.78785,
BRA,SELFEMP,TOT,PC_EMP,A,2009,33.27984,
BRA,SELFEMP,TOT,PC_EMP,A,2011,31.61625,
BRA,SELFEMP,TOT,PC_EMP,A,2012,31.22317,
BRA,SELFEMP,TOT,PC_EMP,A,2013,31.15304,
BRA,SELFEMP,TOT,PC_EMP,A,2014,32.27552,
BRA,SELFEMP,TOT,PC_EMP,A,2015,32.94103,
BRA,SELFEMP,WOMEN,PC_EMP,A,2001,34.35916,
BRA,SELFEMP,WOMEN,PC_EMP,A,2002,34.95429,
BRA,SELFEMP,WOMEN,PC_EMP,A,2003,34.54382,B
BRA,SELFEMP,WOMEN,PC_EMP,A,2004,34.02805,
BRA,SELFEMP,WOMEN,PC_EMP,A,2005,34.65994,
BRA,SELFEMP,WOMEN,PC_EMP,A,2006,33.49148,
BRA,SELFEMP,WOMEN,PC_EMP,A,2007,32.43199,
BRA,SELFEMP,WOMEN,PC_EMP,A,2008,31.61901,
BRA,SELFEMP,WOMEN,PC_EMP,A,2009,30.5632,
BRA,SELFEMP,WOMEN,PC_EMP,A,2011,27.54207,
BRA,SELFEMP,WOMEN,PC_EMP,A,2012,27.08364,
BRA,SELFEMP,WOMEN,PC_EMP,A,2013,26.81487,
BRA,SELFEMP,WOMEN,PC_EMP,A,2014,28.25697,
BRA,SELFEMP,WOMEN,PC_EMP,A,2015,28.2196,
CHL,SELFEMP,MEN,PC_EMP,A,2010,27.48782,
CHL,SELFEMP,MEN,PC_EMP,A,2011,26.64749,
CHL,SELFEMP,MEN,PC_EMP,A,2012,25.2613,
CHL,SELFEMP,MEN,PC_EMP,A,2013,25.66489,
CHL,SELFEMP,MEN,PC_EMP,A,2014,26.03658,
CHL,SELFEMP,MEN,PC_EMP,A,2015,25.92752,
CHL,SELFEMP,MEN,PC_EMP,A,2016,26.81002,
CHL,SELFEMP,MEN,PC_EMP,A,2017,28.11082,
CHL,SELFEMP,TOT,PC_EMP,A,2010,26.49006,
CHL,SELFEMP,TOT,PC_EMP,A,2011,26.37782,
CHL,SELFEMP,TOT,PC_EMP,A,2012,25.07678,
CHL,SELFEMP,TOT,PC_EMP,A,2013,25.42318,
CHL,SELFEMP,TOT,PC_EMP,A,2014,25.87232,
CHL,SELFEMP,TOT,PC_EMP,A,2015,25.64893,
CHL,SELFEMP,TOT,PC_EMP,A,2016,26.474,
CHL,SELFEMP,TOT,PC_EMP,A,2017,27.43214,
CHL,SELFEMP,WOMEN,PC_EMP,A,2010,24.91979,
CHL,SELFEMP,WOMEN,PC_EMP,A,2011,25.96703,
CHL,SELFEMP,WOMEN,PC_EMP,A,2012,24.80043,
CHL,SELFEMP,WOMEN,PC_EMP,A,2013,25.06586,
CHL,SELFEMP,WOMEN,PC_EMP,A,2014,25.63547,
CHL,SELFEMP,WOMEN,PC_EMP,A,2015,25.24502,
CHL,SELFEMP,WOMEN,PC_EMP,A,2016,25.98663,
CHL,SELFEMP,WOMEN,PC_EMP,A,2017,26.45728,
COL,SELFEMP,MEN,PC_EMP,A,2001,53.42411,
COL,SELFEMP,MEN,PC_EMP,A,2002,51.48191,
COL,SELFEMP,MEN,PC_EMP,A,2003,51.2197,
COL,SELFEMP,MEN,PC_EMP,A,2004,52.22468,
COL,SELFEMP,MEN,PC_EMP,A,2005,50.69366,
COL,SELFEMP,MEN,PC_EMP,A,2006,48.13041,
COL,SELFEMP,MEN,PC_EMP,A,2007,46.83605,
COL,SELFEMP,MEN,PC_EMP,A,2008,52.01208,
COL,SELFEMP,MEN,PC_EMP,A,2009,53.78603,
COL,SELFEMP,MEN,PC_EMP,A,2010,54.51708,
COL,SELFEMP,MEN,PC_EMP,A,2011,54.43098,
COL,SELFEMP,MEN,PC_EMP,A,2012,53.44392,
COL,SELFEMP,MEN,PC_EMP,A,2013,52.93827,
COL,SELFEMP,MEN,PC_EMP,A,2014,52.50393,
COL,SELFEMP,MEN,PC_EMP,A,2015,52.27145,
COL,SELFEMP,MEN,PC_EMP,A,2016,52.39971,
COL,SELFEMP,TOT,PC_EMP,A,2007,46.54213,
COL,SELFEMP,TOT,PC_EMP,A,2008,51.14638,
COL,SELFEMP,TOT,PC_EMP,A,2009,53.47563,
COL,SELFEMP,TOT,PC_EMP,A,2010,54.39128,
COL,SELFEMP,TOT,PC_EMP,A,2011,54.97659,
COL,SELFEMP,TOT,PC_EMP,A,2012,54.24123,
COL,SELFEMP,TOT,PC_EMP,A,2013,53.25599,
COL,SELFEMP,TOT,PC_EMP,A,2014,52.37666,
COL,SELFEMP,TOT,PC_EMP,A,2015,51.83766,
COL,SELFEMP,TOT,PC_EMP,A,2016,51.79397,
COL,SELFEMP,TOT,PC_EMP,A,2017,51.92393,
COL,SELFEMP,WOMEN,PC_EMP,A,2001,49.30799,
COL,SELFEMP,WOMEN,PC_EMP,A,2002,48.16468,
COL,SELFEMP,WOMEN,PC_EMP,A,2003,48.87804,
COL,SELFEMP,WOMEN,PC_EMP,A,2004,48.9385,
COL,SELFEMP,WOMEN,PC_EMP,A,2005,47.34674,
COL,SELFEMP,WOMEN,PC_EMP,A,2006,46.18686,
COL,SELFEMP,WOMEN,PC_EMP,A,2007,44.83591,
COL,SELFEMP,WOMEN,PC_EMP,A,2008,48.58254,
COL,SELFEMP,WOMEN,PC_EMP,A,2009,51.33617,
COL,SELFEMP,WOMEN,PC_EMP,A,2010,52.51485,
COL,SELFEMP,WOMEN,PC_EMP,A,2011,53.74628,
COL,SELFEMP,WOMEN,PC_EMP,A,2012,53.47459,
COL,SELFEMP,WOMEN,PC_EMP,A,2013,52.10123,
COL,SELFEMP,WOMEN,PC_EMP,A,2014,50.71797,
COL,SELFEMP,WOMEN,PC_EMP,A,2015,49.98448,
COL,SELFEMP,WOMEN,PC_EMP,A,2016,49.85044,
EST,SELFEMP,MEN,PC_EMP,A,1995,8.948339,
EST,SELFEMP,MEN,PC_EMP,A,1996,9.936708,B
EST,SELFEMP,MEN,PC_EMP,A,1997,10.20215,
EST,SELFEMP,MEN,PC_EMP,A,1998,11.00977,
EST,SELFEMP,MEN,PC_EMP,A,1999,11.11871,B
EST,SELFEMP,TOT,PC_EMP,A,1995,6.925515,
EST,SELFEMP,TOT,PC_EMP,A,1996,7.520259,B
EST,SELFEMP,TOT,PC_EMP,A,1997,7.98374,
EST,SELFEMP,TOT,PC_EMP,A,1998,8.609271,
EST,SELFEMP,TOT,PC_EMP,A,1999,8.627858,B
EST,SELFEMP,WOMEN,PC_EMP,A,1995,4.774363,
EST,SELFEMP,WOMEN,PC_EMP,A,1996,5.016611,B
EST,SELFEMP,WOMEN,PC_EMP,A,1997,5.598391,
EST,SELFEMP,WOMEN,PC_EMP,A,1998,6.125884,
EST,SELFEMP,WOMEN,PC_EMP,A,1999,6.072306,B
ISR,SELFEMP,MEN,PC_EMP,A,1995,19.26495,
ISR,SELFEMP,MEN,PC_EMP,A,1996,19.99304,
ISR,SELFEMP,MEN,PC_EMP,A,1997,19.68712,
ISR,SELFEMP,MEN,PC_EMP,A,1998,19.47159,
ISR,SELFEMP,MEN,PC_EMP,A,1999,19.37431,
ISR,SELFEMP,MEN,PC_EMP,A,2000,18.2776,
ISR,SELFEMP,MEN,PC_EMP,A,2001,17.63822,
ISR,SELFEMP,MEN,PC_EMP,A,2002,17.59091,
ISR,SELFEMP,MEN,PC_EMP,A,2003,18.04748,
ISR,SELFEMP,MEN,PC_EMP,A,2004,17.17543,
ISR,SELFEMP,MEN,PC_EMP,A,2005,17.34933,
ISR,SELFEMP,MEN,PC_EMP,A,2006,17.08965,
ISR,SELFEMP,MEN,PC_EMP,A,2007,16.53396,
ISR,SELFEMP,MEN,PC_EMP,A,2008,16.70623,
ISR,SELFEMP,MEN,PC_EMP,A,2009,17.02989,
ISR,SELFEMP,MEN,PC_EMP,A,2010,16.98028,
ISR,SELFEMP,MEN,PC_EMP,A,2011,16.47671,B
ISR,SELFEMP,MEN,PC_EMP,A,2012,16.18183,
ISR,SELFEMP,MEN,PC_EMP,A,2013,15.78417,
ISR,SELFEMP,MEN,PC_EMP,A,2014,15.55332,
ISR,SELFEMP,MEN,PC_EMP,A,2015,15.8517,
ISR,SELFEMP,MEN,PC_EMP,A,2016,15.97396,
ISR,SELFEMP,TOT,PC_EMP,A,1995,15.39918,
ISR,SELFEMP,TOT,PC_EMP,A,1996,15.83714,
ISR,SELFEMP,TOT,PC_EMP,A,1997,15.36554,
ISR,SELFEMP,TOT,PC_EMP,A,1998,14.98836,
ISR,SELFEMP,TOT,PC_EMP,A,1999,15.09641,
ISR,SELFEMP,TOT,PC_EMP,A,2000,14.21542,
ISR,SELFEMP,TOT,PC_EMP,A,2001,13.51067,
ISR,SELFEMP,TOT,PC_EMP,A,2002,13.52245,
ISR,SELFEMP,TOT,PC_EMP,A,2003,13.82285,
ISR,SELFEMP,TOT,PC_EMP,A,2004,13.18602,
ISR,SELFEMP,TOT,PC_EMP,A,2005,13.14579,
ISR,SELFEMP,TOT,PC_EMP,A,2006,13.18089,
ISR,SELFEMP,TOT,PC_EMP,A,2007,12.71973,
ISR,SELFEMP,TOT,PC_EMP,A,2008,12.69745,
ISR,SELFEMP,TOT,PC_EMP,A,2009,12.87047,
ISR,SELFEMP,TOT,PC_EMP,A,2010,12.75215,
ISR,SELFEMP,TOT,PC_EMP,A,2011,12.64962,B
ISR,SELFEMP,TOT,PC_EMP,A,2012,12.69316,
ISR,SELFEMP,TOT,PC_EMP,A,2013,12.59249,
ISR,SELFEMP,TOT,PC_EMP,A,2014,12.51994,
ISR,SELFEMP,TOT,PC_EMP,A,2015,12.63736,
ISR,SELFEMP,TOT,PC_EMP,A,2016,12.77362,
ISR,SELFEMP,TOT,PC_EMP,A,2017,12.42601,
ISR,SELFEMP,WOMEN,PC_EMP,A,1995,10.08711,
ISR,SELFEMP,WOMEN,PC_EMP,A,1996,10.245,
ISR,SELFEMP,WOMEN,PC_EMP,A,1997,9.644344,
ISR,SELFEMP,WOMEN,PC_EMP,A,1998,9.285326,
ISR,SELFEMP,WOMEN,PC_EMP,A,1999,9.794456,
ISR,SELFEMP,WOMEN,PC_EMP,A,2000,9.256484,
ISR,SELFEMP,WOMEN,PC_EMP,A,2001,8.499371,
ISR,SELFEMP,WOMEN,PC_EMP,A,2002,8.648365,
ISR,SELFEMP,WOMEN,PC_EMP,A,2003,8.805832,
ISR,SELFEMP,WOMEN,PC_EMP,A,2004,8.390566,
ISR,SELFEMP,WOMEN,PC_EMP,A,2005,8.187856,
ISR,SELFEMP,WOMEN,PC_EMP,A,2006,8.569756,
ISR,SELFEMP,WOMEN,PC_EMP,A,2007,8.203608,
ISR,SELFEMP,WOMEN,PC_EMP,A,2008,8.001083,
ISR,SELFEMP,WOMEN,PC_EMP,A,2009,8.202734,
ISR,SELFEMP,WOMEN,PC_EMP,A,2010,8.019473,
ISR,SELFEMP,WOMEN,PC_EMP,A,2011,8.329814,B
ISR,SELFEMP,WOMEN,PC_EMP,A,2012,8.721367,
ISR,SELFEMP,WOMEN,PC_EMP,A,2013,8.964432,
ISR,SELFEMP,WOMEN,PC_EMP,A,2014,9.11549,
ISR,SELFEMP,WOMEN,PC_EMP,A,2015,9.024297,
ISR,SELFEMP,WOMEN,PC_EMP,A,2016,9.198307,
RUS,SELFEMP,MEN,PC_EMP,A,1999,11.03458,
RUS,SELFEMP,MEN,PC_EMP,A,2000,10.47149,
RUS,SELFEMP,MEN,PC_EMP,A,2001,8.448004,
RUS,SELFEMP,MEN,PC_EMP,A,2002,8.100333,
RUS,SELFEMP,MEN,PC_EMP,A,2003,8.036264,
RUS,SELFEMP,MEN,PC_EMP,A,2004,8.147548,
RUS,SELFEMP,MEN,PC_EMP,A,2005,8.274197,
RUS,SELFEMP,MEN,PC_EMP,A,2006,8.166974,
RUS,SELFEMP,MEN,PC_EMP,A,2007,7.99779,
RUS,SELFEMP,MEN,PC_EMP,A,2008,7.974455,
RUS,SELFEMP,MEN,PC_EMP,A,2009,8.155174,
RUS,SELFEMP,MEN,PC_EMP,A,2010,7.651659,
RUS,SELFEMP,MEN,PC_EMP,A,2011,7.91143,
RUS,SELFEMP,MEN,PC_EMP,A,2012,7.759017,
RUS,SELFEMP,MEN,PC_EMP,A,2013,8.118714,
RUS,SELFEMP,MEN,PC_EMP,A,2014,8.129652,
RUS,SELFEMP,MEN,PC_EMP,A,2015,8.100484,
RUS,SELFEMP,MEN,PC_EMP,A,2016,8.55549,
RUS,SELFEMP,TOT,PC_EMP,A,1999,10.85002,
RUS,SELFEMP,TOT,PC_EMP,A,2000,10.07843,
RUS,SELFEMP,TOT,PC_EMP,A,2001,8.092446,
RUS,SELFEMP,TOT,PC_EMP,A,2002,7.773654,
RUS,SELFEMP,TOT,PC_EMP,A,2003,7.382983,
RUS,SELFEMP,TOT,PC_EMP,A,2004,7.498077,
RUS,SELFEMP,TOT,PC_EMP,A,2005,7.788999,
RUS,SELFEMP,TOT,PC_EMP,A,2006,7.563334,
RUS,SELFEMP,TOT,PC_EMP,A,2007,7.337039,
RUS,SELFEMP,TOT,PC_EMP,A,2008,7.312036,
RUS,SELFEMP,TOT,PC_EMP,A,2009,7.423572,
RUS,SELFEMP,TOT,PC_EMP,A,2010,6.841938,
RUS,SELFEMP,TOT,PC_EMP,A,2011,7.097946,
RUS,SELFEMP,TOT,PC_EMP,A,2012,6.915318,
RUS,SELFEMP,TOT,PC_EMP,A,2013,7.276261,
RUS,SELFEMP,TOT,PC_EMP,A,2014,7.213869,
RUS,SELFEMP,TOT,PC_EMP,A,2015,7.209467,
RUS,SELFEMP,TOT,PC_EMP,A,2016,7.492843,
RUS,SELFEMP,TOT,PC_EMP,A,2017,6.557051,
RUS,SELFEMP,WOMEN,PC_EMP,A,1999,10.65208,
RUS,SELFEMP,WOMEN,PC_EMP,A,2000,9.659395,
RUS,SELFEMP,WOMEN,PC_EMP,A,2001,7.715709,
RUS,SELFEMP,WOMEN,PC_EMP,A,2002,7.433245,
RUS,SELFEMP,WOMEN,PC_EMP,A,2003,6.727334,
RUS,SELFEMP,WOMEN,PC_EMP,A,2004,6.819373,
RUS,SELFEMP,WOMEN,PC_EMP,A,2005,7.252629,
RUS,SELFEMP,WOMEN,PC_EMP,A,2006,6.882812,
RUS,SELFEMP,WOMEN,PC_EMP,A,2007,6.622709,
RUS,SELFEMP,WOMEN,PC_EMP,A,2008,6.618847,
RUS,SELFEMP,WOMEN,PC_EMP,A,2009,6.653579,
RUS,SELFEMP,WOMEN,PC_EMP,A,2010,5.978049,
RUS,SELFEMP,WOMEN,PC_EMP,A,2011,6.256238,
RUS,SELFEMP,WOMEN,PC_EMP,A,2012,6.03805,
RUS,SELFEMP,WOMEN,PC_EMP,A,2013,6.396045,
RUS,SELFEMP,WOMEN,PC_EMP,A,2014,6.254261,
RUS,SELFEMP,WOMEN,PC_EMP,A,2015,6.269088,
RUS,SELFEMP,WOMEN,PC_EMP,A,2016,6.36952,
SVN,SELFEMP,MEN,PC_EMP,A,1996,20,
SVN,SELFEMP,MEN,PC_EMP,A,1997,20.72128,
SVN,SELFEMP,MEN,PC_EMP,A,1998,21.92964,B
SVN,SELFEMP,MEN,PC_EMP,A,1999,19.92044,
SVN,SELFEMP,MEN,PC_EMP,A,2000,18.69864,
SVN,SELFEMP,MEN,PC_EMP,A,2001,19.86566,
SVN,SELFEMP,MEN,PC_EMP,A,2002,18.47056,
SVN,SELFEMP,MEN,PC_EMP,A,2003,16.39796,
SVN,SELFEMP,MEN,PC_EMP,A,2004,17.58632,B
SVN,SELFEMP,MEN,PC_EMP,A,2005,17.23001,
SVN,SELFEMP,MEN,PC_EMP,A,2006,18.60587,
SVN,SELFEMP,MEN,PC_EMP,A,2007,18.06894,
SVN,SELFEMP,MEN,PC_EMP,A,2008,16.49399,
SVN,SELFEMP,MEN,PC_EMP,A,2009,19.02945,
SVN,SELFEMP,MEN,PC_EMP,A,2010,19.98854,
SVN,SELFEMP,MEN,PC_EMP,A,2011,19.68881,
SVN,SELFEMP,MEN,PC_EMP,A,2012,19.15862,
SVN,SELFEMP,MEN,PC_EMP,A,2013,19.61686,
SVN,SELFEMP,MEN,PC_EMP,A,2014,20.71815,
SVN,SELFEMP,MEN,PC_EMP,A,2015,19.02741,
SVN,SELFEMP,MEN,PC_EMP,A,2016,17.24191,
SVN,SELFEMP,MEN,PC_EMP,A,2017,17.06892,
SVN,SELFEMP,TOT,PC_EMP,A,1996,16.87715,
SVN,SELFEMP,TOT,PC_EMP,A,1997,18.70802,
SVN,SELFEMP,TOT,PC_EMP,A,1998,19.22184,B
SVN,SELFEMP,TOT,PC_EMP,A,1999,17.44166,
SVN,SELFEMP,TOT,PC_EMP,A,2000,16.31044,
SVN,SELFEMP,TOT,PC_EMP,A,2001,17.23827,
SVN,SELFEMP,TOT,PC_EMP,A,2002,15.82289,
SVN,SELFEMP,TOT,PC_EMP,A,2003,13.88966,
SVN,SELFEMP,TOT,PC_EMP,A,2004,15.47777,B
SVN,SELFEMP,TOT,PC_EMP,A,2005,15.13603,
SVN,SELFEMP,TOT,PC_EMP,A,2006,16.19808,
SVN,SELFEMP,TOT,PC_EMP,A,2007,15.88764,
SVN,SELFEMP,TOT,PC_EMP,A,2008,14.11756,
SVN,SELFEMP,TOT,PC_EMP,A,2009,16.19334,
SVN,SELFEMP,TOT,PC_EMP,A,2010,17.25539,
SVN,SELFEMP,TOT,PC_EMP,A,2011,16.81132,
SVN,SELFEMP,TOT,PC_EMP,A,2012,16.23501,
SVN,SELFEMP,TOT,PC_EMP,A,2013,16.881,
SVN,SELFEMP,TOT,PC_EMP,A,2014,18.56932,
SVN,SELFEMP,TOT,PC_EMP,A,2015,16.50226,
SVN,SELFEMP,TOT,PC_EMP,A,2016,14.19399,
SVN,SELFEMP,TOT,PC_EMP,A,2017,14.58138,
SVN,SELFEMP,WOMEN,PC_EMP,A,1996,13.28413,
SVN,SELFEMP,WOMEN,PC_EMP,A,1997,16.37243,
SVN,SELFEMP,WOMEN,PC_EMP,A,1998,16.03345,B
SVN,SELFEMP,WOMEN,PC_EMP,A,1999,14.52986,
SVN,SELFEMP,WOMEN,PC_EMP,A,2000,13.47711,
SVN,SELFEMP,WOMEN,PC_EMP,A,2001,14.10525,
SVN,SELFEMP,WOMEN,PC_EMP,A,2002,12.6836,
SVN,SELFEMP,WOMEN,PC_EMP,A,2003,10.88465,
SVN,SELFEMP,WOMEN,PC_EMP,A,2004,12.96135,B
SVN,SELFEMP,WOMEN,PC_EMP,A,2005,12.65276,
SVN,SELFEMP,WOMEN,PC_EMP,A,2006,13.30553,
SVN,SELFEMP,WOMEN,PC_EMP,A,2007,13.24693,
SVN,SELFEMP,WOMEN,PC_EMP,A,2008,11.28579,
SVN,SELFEMP,WOMEN,PC_EMP,A,2009,12.84373,
SVN,SELFEMP,WOMEN,PC_EMP,A,2010,14.02508,
SVN,SELFEMP,WOMEN,PC_EMP,A,2011,13.43527,
SVN,SELFEMP,WOMEN,PC_EMP,A,2012,12.78891,
SVN,SELFEMP,WOMEN,PC_EMP,A,2013,13.58497,
SVN,SELFEMP,WOMEN,PC_EMP,A,2014,16.00096,
SVN,SELFEMP,WOMEN,PC_EMP,A,2015,13.47492,
SVN,SELFEMP,WOMEN,PC_EMP,A,2016,10.67469,
SVN,SELFEMP,WOMEN,PC_EMP,A,2017,11.68707,
EU28,SELFEMP,MEN,PC_EMP,A,2000,20.948,
EU28,SELFEMP,MEN,PC_EMP,A,2001,20.85272,B
EU28,SELFEMP,MEN,PC_EMP,A,2002,20.54155,
EU28,SELFEMP,MEN,PC_EMP,A,2003,20.72196,
EU28,SELFEMP,MEN,PC_EMP,A,2004,20.72595,
EU28,SELFEMP,MEN,PC_EMP,A,2005,20.47719,
EU28,SELFEMP,MEN,PC_EMP,A,2006,20.30294,
EU28,SELFEMP,MEN,PC_EMP,A,2007,20.09156,
EU28,SELFEMP,MEN,PC_EMP,A,2008,19.76644,
EU28,SELFEMP,MEN,PC_EMP,A,2009,20.01817,
EU28,SELFEMP,MEN,PC_EMP,A,2010,20.39145,
EU28,SELFEMP,MEN,PC_EMP,A,2011,20.19713,
EU28,SELFEMP,MEN,PC_EMP,A,2012,20.24337,
EU28,SELFEMP,MEN,PC_EMP,A,2013,20.08961,
EU28,SELFEMP,MEN,PC_EMP,A,2014,19.96692,
EU28,SELFEMP,MEN,PC_EMP,A,2015,19.58163,
EU28,SELFEMP,MEN,PC_EMP,A,2016,19.2308,
EU28,SELFEMP,MEN,PC_EMP,A,2017,18.88771,
EU28,SELFEMP,TOT,PC_EMP,A,2000,18.29554,
EU28,SELFEMP,TOT,PC_EMP,A,2001,18.19142,B
EU28,SELFEMP,TOT,PC_EMP,A,2002,17.65578,
EU28,SELFEMP,TOT,PC_EMP,A,2003,17.63957,
EU28,SELFEMP,TOT,PC_EMP,A,2004,17.53879,
EU28,SELFEMP,TOT,PC_EMP,A,2005,17.29664,
EU28,SELFEMP,TOT,PC_EMP,A,2006,17.09175,
EU28,SELFEMP,TOT,PC_EMP,A,2007,16.86974,
EU28,SELFEMP,TOT,PC_EMP,A,2008,16.53978,
EU28,SELFEMP,TOT,PC_EMP,A,2009,16.60142,
EU28,SELFEMP,TOT,PC_EMP,A,2010,16.85178,
EU28,SELFEMP,TOT,PC_EMP,A,2011,16.65266,
EU28,SELFEMP,TOT,PC_EMP,A,2012,16.65836,
EU28,SELFEMP,TOT,PC_EMP,A,2013,16.51484,
EU28,SELFEMP,TOT,PC_EMP,A,2014,16.42335,
EU28,SELFEMP,TOT,PC_EMP,A,2015,16.09739,
EU28,SELFEMP,TOT,PC_EMP,A,2016,15.83083,
EU28,SELFEMP,TOT,PC_EMP,A,2017,15.53945,
EU28,SELFEMP,WOMEN,PC_EMP,A,2000,14.82687,
EU28,SELFEMP,WOMEN,PC_EMP,A,2001,14.74111,B
EU28,SELFEMP,WOMEN,PC_EMP,A,2002,13.94746,
EU28,SELFEMP,WOMEN,PC_EMP,A,2003,13.71617,
EU28,SELFEMP,WOMEN,PC_EMP,A,2004,13.5146,
EU28,SELFEMP,WOMEN,PC_EMP,A,2005,13.29653,
EU28,SELFEMP,WOMEN,PC_EMP,A,2006,13.07964,
EU28,SELFEMP,WOMEN,PC_EMP,A,2007,12.86451,
EU28,SELFEMP,WOMEN,PC_EMP,A,2008,12.56342,
EU28,SELFEMP,WOMEN,PC_EMP,A,2009,12.47735,
EU28,SELFEMP,WOMEN,PC_EMP,A,2010,12.59801,
EU28,SELFEMP,WOMEN,PC_EMP,A,2011,12.41405,
EU28,SELFEMP,WOMEN,PC_EMP,A,2012,12.39856,
EU28,SELFEMP,WOMEN,PC_EMP,A,2013,12.29149,
EU28,SELFEMP,WOMEN,PC_EMP,A,2014,12.24761,
EU28,SELFEMP,WOMEN,PC_EMP,A,2015,11.99461,
EU28,SELFEMP,WOMEN,PC_EMP,A,2016,11.82566,
EU28,SELFEMP,WOMEN,PC_EMP,A,2017,11.60048,
EA19,SELFEMP,MEN,PC_EMP,A,2000,19.75964,
EA19,SELFEMP,MEN,PC_EMP,A,2001,19.65854,
EA19,SELFEMP,MEN,PC_EMP,A,2002,19.57049,
EA19,SELFEMP,MEN,PC_EMP,A,2003,19.80947,
EA19,SELFEMP,MEN,PC_EMP,A,2004,20.03675,
EA19,SELFEMP,MEN,PC_EMP,A,2005,19.81064,
EA19,SELFEMP,MEN,PC_EMP,A,2006,19.77171,
EA19,SELFEMP,MEN,PC_EMP,A,2007,19.60023,
EA19,SELFEMP,MEN,PC_EMP,A,2008,19.2576,
EA19,SELFEMP,MEN,PC_EMP,A,2009,19.48894,
EA19,SELFEMP,MEN,PC_EMP,A,2010,19.78364,
EA19,SELFEMP,MEN,PC_EMP,A,2011,19.66503,
EA19,SELFEMP,MEN,PC_EMP,A,2012,19.69136,
EA19,SELFEMP,MEN,PC_EMP,A,2013,19.61352,
EA19,SELFEMP,MEN,PC_EMP,A,2014,19.38376,
EA19,SELFEMP,MEN,PC_EMP,A,2015,19.12131,
EA19,SELFEMP,MEN,PC_EMP,A,2016,18.74522,
EA19,SELFEMP,MEN,PC_EMP,A,2017,18.32771,
EA19,SELFEMP,TOT,PC_EMP,A,2000,16.89994,
EA19,SELFEMP,TOT,PC_EMP,A,2001,16.84524,
EA19,SELFEMP,TOT,PC_EMP,A,2002,16.62609,
EA19,SELFEMP,TOT,PC_EMP,A,2003,16.68532,
EA19,SELFEMP,TOT,PC_EMP,A,2004,16.87209,
EA19,SELFEMP,TOT,PC_EMP,A,2005,16.65055,
EA19,SELFEMP,TOT,PC_EMP,A,2006,16.56528,
EA19,SELFEMP,TOT,PC_EMP,A,2007,16.33743,
EA19,SELFEMP,TOT,PC_EMP,A,2008,15.98504,
EA19,SELFEMP,TOT,PC_EMP,A,2009,15.95645,
EA19,SELFEMP,TOT,PC_EMP,A,2010,16.10845,
EA19,SELFEMP,TOT,PC_EMP,A,2011,15.94456,
EA19,SELFEMP,TOT,PC_EMP,A,2012,15.92929,
EA19,SELFEMP,TOT,PC_EMP,A,2013,15.86166,
EA19,SELFEMP,TOT,PC_EMP,A,2014,15.72621,
EA19,SELFEMP,TOT,PC_EMP,A,2015,15.54063,
EA19,SELFEMP,TOT,PC_EMP,A,2016,15.29147,
EA19,SELFEMP,TOT,PC_EMP,A,2017,14.95185,
EA19,SELFEMP,WOMEN,PC_EMP,A,2000,12.94682,
EA19,SELFEMP,WOMEN,PC_EMP,A,2001,12.99935,
EA19,SELFEMP,WOMEN,PC_EMP,A,2002,12.65795,
EA19,SELFEMP,WOMEN,PC_EMP,A,2003,12.55192,
EA19,SELFEMP,WOMEN,PC_EMP,A,2004,12.73347,
EA19,SELFEMP,WOMEN,PC_EMP,A,2005,12.56364,
EA19,SELFEMP,WOMEN,PC_EMP,A,2006,12.45632,
EA19,SELFEMP,WOMEN,PC_EMP,A,2007,12.19633,
EA19,SELFEMP,WOMEN,PC_EMP,A,2008,11.88716,
EA19,SELFEMP,WOMEN,PC_EMP,A,2009,11.641,
EA19,SELFEMP,WOMEN,PC_EMP,A,2010,11.66449,
EA19,SELFEMP,WOMEN,PC_EMP,A,2011,11.4777,
EA19,SELFEMP,WOMEN,PC_EMP,A,2012,11.45438,
EA19,SELFEMP,WOMEN,PC_EMP,A,2013,11.43462,
EA19,SELFEMP,WOMEN,PC_EMP,A,2014,11.42755,
EA19,SELFEMP,WOMEN,PC_EMP,A,2015,11.33774,
EA19,SELFEMP,WOMEN,PC_EMP,A,2016,11.23421,
EA19,SELFEMP,WOMEN,PC_EMP,A,2017,10.98635,
